,Unnamed: 0,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
12262,19109,['2024-07-01T03:06:27Z'],['UgwwBhcjii8G1s-kElF4AaABAg'],Hardik Be Like - Klassen Ka Wicket Muje Galti Se Mil Gya 😂 Rohit Be Like - Wicket Galti Se Mili Lrkin World Cup mil Gya 😂🇮🇳🇮🇳🇮🇳,[0],[1],hardik be like klassen ka wicket muje galti se mil gya rohit be like wicket galti se mili lrkin world cup mil gya
12263,19110,['2024-07-01T03:04:57Z'],['UgyIMUozli6EIb9jwAd4AaABAg'],Jai Shah Bhai Celebration 😂😂😂🇮🇳🇮🇳,[0],[2],jai shah bhai celebration
12264,19112,['2024-07-01T02:48:50Z'],['Ugz89E2QnVbdNTcmpX94AaABAg'],Tanay Bhai phle hi aa jaygi trophi,[0],[0],tanay bhai phle hi aa jaygi trophi
12265,19113,['2024-07-01T02:46:02Z'],['Ugzg_MS9HhCFCDKp9u14AaABAg'],A happy retirement for Rohit Kohli and Jaddu( 😢 ),[0],[0],a happy retirement for rohit kohli and jaddu
12266,19115,['2024-07-01T02:21:04Z'],['Ugw86UmSBwdjUhf7P314AaABAg'],Koi scripted nhi bolega 😂,[1],[0],koi scripted nhi bolega
12267,19116,['2024-07-01T02:17:56Z'],['UgyuSWGPBUwnQsSk8Jd4AaABAg'],Match was fixed. It’s an open secret 😂,[0],[0],match was fixed its an open secret
12268,19117,['2024-07-01T02:03:09Z'],['Ugw7kD0xs1vAAHw-tM94AaABAg'],Bhai dusri baar video dekhne aayi aapki itni khushi ho rhi h😅,[0],[1],bhai dusri baar video dekhne aayi aapki itni khushi ho rhi h
12269,19118,['2024-07-01T01:53:51Z'],['UgzkqHuuBa5BzdQ3QoZ4AaABAg'],Bhai aap pakistani ho keya,[0],[0],bhai aap pakistani ho keya
12270,19119,['2024-07-01T01:42:33Z'],['UgyRuECm7UDKfMInnRF4AaABAg'],India must wine,[0],[0],india must wine
12271,19120,['2024-07-01T01:37:06Z'],['UgwX6lUyqVnWwEOLdF54AaABAg'],Moral of the story dont believe in win predictor😅😅😅😅,[0],[1],moral of the story dont believe in win predictor
12272,19121,['2024-07-01T01:18:56Z'],['UgyPeMMYLNWoohGsQ4V4AaABAg'],We won the cup but we lost two duo of legend😢,[0],[0],we won the cup but we lost two duo of legend
12273,19122,['2024-07-01T01:14:37Z'],['UgwyC4gut6aH6DosbXZ4AaABAg'],Kuldeep wwf ric flair ka fan hai shayad,[0],[0],kuldeep wwf ric flair ka fan hai shayad
12274,19124,['2024-06-30T23:34:04Z'],['Ugyax9ovMA9h178sDpl4AaABAg'],Best  Script writer of the world 😂🎉,[0],[0],best script writer of the world
12275,19125,['2024-06-30T23:20:48Z'],['UgxA4nEjwp37cRRFWBt4AaABAg'],Tannay bhai,[0],[0],tannay bhai
12277,19128,['2024-06-30T21:17:25Z'],['UgxQINRDNjvs6w2hNxx4AaABAg'],Happy🎉🎉🎉🎉,[0],[0],happy
12278,19131,['2024-06-30T20:36:50Z'],['UgygXaVGvHJpimtNonZ4AaABAg'],Shaa  underworld,[0],[0],shaa underworld
12279,19132,['2024-06-30T20:30:02Z'],['Ugxl1HrkF6WpjH5VQF14AaABAg'],"congrats india ,well deserved, love from pakistan",[0],[1],congrats india well deserved love from pakistan
12280,19133,['2024-06-30T20:26:34Z'],['UgxCBCIyPtxFIrVLc5d4AaABAg'],Time to unfollow you 😂😂,[0],[1],time to unfollow you
12282,19136,['2024-06-30T19:54:31Z'],['UgxftW6qbpm23D_q0Vl4AaABAg'],Bhai wo dance nh tha.. Messi ka worldcup celebration tha.. Ky creater bnega re tu,[0],[0],bhai wo dance nh tha messi ka worldcup celebration tha ky creater bnega re tu
12283,19137,['2024-06-30T19:52:27Z'],['UgxKarXPDEzsxN4iMg14AaABAg'],Miracle=Hardik❤,[0],[0],miraclehardik
12287,19145,['2024-06-30T19:15:34Z'],['Ugw2Xz0BJthURRdK5Q54AaABAg'],"Vai ulta bat mat koro, Hardik is the main player for Indias achievement",[0],[0],vai ulta bat mat koro hardik is the main player for indias achievement
12288,19146,['2024-06-30T19:15:08Z'],['UgxtgcoFml1jjOdh_314AaABAg'],Bhai jaddu bhai bhi chal diye😢😢,[0],[0],bhai jaddu bhai bhi chal diye
12290,19148,['2024-06-30T19:07:30Z'],['UgxjdyGOtttv5Rr_I214AaABAg'],Tune indirectly india ki udhaa raha hai tere maa baap ko udhaaa du to teri gaand main itana dum hai ki rok le,[0],[0],tune indirectly india ki udhaa raha hai tere maa baap ko udhaaa du to teri gaand main itana dum hai ki rok le
12291,19149,['2024-06-30T19:04:13Z'],['UgzZMzRDJn-qocAKe8F4AaABAg'],Main bhi ek youtuber baan jau pr mujko koi support nhi kr raha😭😭😭,[0],[0],main bhi ek youtuber baan jau pr mujko koi support nhi kr raha
12294,19153,['2024-06-30T18:37:05Z'],['UgwmkYdirO_P2dFuX8F4AaABAg'],Rohit Sharma and kholi i love you,[0],[0],rohit sharma and kholi i love you
12295,19154,['2024-06-30T18:31:40Z'],['Ugy2d9QNs7D_QFOv5bh4AaABAg'],Mba chai wala ko nhi liye,[0],[0],mba chai wala ko nhi liye
12299,19158,['2024-06-30T18:10:08Z'],['UgykHI4Yt3m01TxeWJJ4AaABAg'],Abe har video me one million ka randi Rona laga rakha hai,[0],[0],abe har video me one million ka randi rona laga rakha hai
12300,19159,['2024-06-30T18:09:45Z'],['UgwkLEmVbMAGp7jAIsx4AaABAg'],Vai tu pure indian hai ????,[0],[0],vai tu pure indian hai
12301,19163,['2024-06-30T17:58:36Z'],['UgzmXDVgdsRZtZPZHYd4AaABAg'],India is a cheater in real south Africa is the winner you cheaters are going to regret match fixers,[0],[0],india is a cheater in real south africa is the winner you cheaters are going to regret match fixers
12302,19165,['2024-06-30T17:50:40Z'],['UgzcxzBfKMWL4pTvYKp4AaABAg'],"Stop gambling add, I will subscribe you and many more",[0],[0],stop gambling add i will subscribe you and many more
12303,19168,['2024-06-30T17:43:00Z'],['UgyXZrd5z0vmMLj2_N94AaABAg'],"Video small he , kar new video 😂",[0],[0],video small he kar new video
12305,19170,['2024-06-30T17:36:38Z'],['UgwcPd3Sn-MSintcJcx4AaABAg'],Yar odi or test me to hai na Virat or rohit to bor kar diya bhai es video me,[0],[0],yar odi or test me to hai na virat or rohit to bor kar diya bhai es video me
12306,19172,['2024-06-30T17:34:01Z'],['UgwzBAxnHvAdAjIgwqR4AaABAg'],Axar and kohlis knock,[0],[0],axar and kohlis knock
12309,19177,['2024-06-30T17:21:30Z'],['UgzA8zMVaaumsrxnXVt4AaABAg'],Jaadu bhai be Gye yrr,[0],[0],jaadu bhai be gye yrr
12310,19179,['2024-06-30T17:19:25Z'],['UgzYaXPpHpgsmlNxq-l4AaABAg'],Roke na ruke naina ❤,[0],[1],roke na ruke naina
12311,19181,['2024-06-30T17:13:20Z'],['UgzjFD_Z9zmZD5i6VjB4AaABAg'],Ye abhi Bisht toh mera sasural wala nikla 😂,[0],[0],ye abhi bisht toh mera sasural wala nikla
12314,19187,['2024-06-30T17:09:06Z'],['UgwtL3xUO1NHfiAc_3R4AaABAg'],Jadeja ne bhi le lia,[0],[0],jadeja ne bhi le lia
12315,19188,['2024-06-30T17:08:55Z'],['UgxY-GnS9DEjR3pJ2Dt4AaABAg'],Girls and boys during exam 😅(last meme),[0],[0],girls and boys during exam last meme
12316,19192,['2024-06-30T17:06:27Z'],['UgwTJ_dH60tg9l6fpL94AaABAg'],Are bhaaiiii kisii ko Anushka wali meme smj mei. Aaye to smjhao yr,[0],[0],are bhaaiiii kisii ko anushka wali meme smj mei aaye to smjhao yr
12317,19193,['2024-06-30T17:05:40Z'],['UgzLeoU-3yCOkqLwhsJ4AaABAg'],Man of the match - mba chaiwala,[0],[0],man of the match mba chaiwala
12318,19196,['2024-06-30T17:01:31Z'],['Ugzg2zjSlA-L5r42Ns94AaABAg'],King Kohli ke liye like kare❤❤❤❤❤,[0],[0],king kohli ke liye like kare
12319,19198,['2024-06-30T16:57:54Z'],['UgwrRA4KA9YKpH6YaSh4AaABAg'],Impact Player MBA CHIWALA 😅,[0],[0],impact player mba chiwala
12320,19199,['2024-06-30T16:57:49Z'],['UgztCO9OwnyyKVDe1wd4AaABAg'],Baki to aap ki sari video dekhta hu,[0],[0],baki to aap ki sari video dekhta hu
12321,19200,['2024-06-30T16:57:31Z'],['Ugw3Ku8F2KKsfTCsw_t4AaABAg'],Tanay bhai aaj maine bhi aap ka channel subscribe kar diya world cup jeetne ki khushi me Kiya Maine sapat liya tha ki jab India jeetegi ta hi mai aap ka channel subscribe karunga I love u bro finally hum jeet hi gaye ❤,[0],[0],tanay bhai aaj maine bhi aap ka channel subscribe kar diya world cup jeetne ki khushi me kiya maine sapat liya tha ki jab india jeetegi ta hi mai aap ka channel subscribe karunga i love u bro finally hum jeet hi gaye
12322,19201,['2024-06-30T16:54:51Z'],['UgxApOAWvIymGB7_2q14AaABAg'],Rohit bhau Ric Flair ka signature walk kar rahe the trophy lete time koi dance movies nhi,[0],[0],rohit bhau ric flair ka signature walk kar rahe the trophy lete time koi dance movies nhi
12323,19202,['2024-06-30T16:54:46Z'],['Ugx-hQJY9-NdrRIW-Vl4AaABAg'],Hardik aur  bumrah 😮😮❤❤,[0],[0],hardik aur bumrah
12324,19203,['2024-06-30T16:54:01Z'],['UgynER1b_7kXfJDkaDJ4AaABAg'],Tanay bhai semifinal ke baad ke video me kohli ke performance ki achhi class leli thi ke sab final ke liye bachake rakha hai. To final ke performance ke baad ke video me aapki aur se kuchh appreciation nahi dikha,[0],[0],tanay bhai semifinal ke baad ke video me kohli ke performance ki achhi class leli thi ke sab final ke liye bachake rakha hai to final ke performance ke baad ke video me aapki aur se kuchh appreciation nahi dikha
12325,19204,['2024-06-30T16:48:10Z'],['UgyYU1zj5nQlchnoFa94AaABAg'],Yr aasu ki value kya hoti h samjh aagaya,[0],[0],yr aasu ki value kya hoti h samjh aagaya
12326,19206,['2024-06-30T16:46:00Z'],['Ugw82N0DSIXrQS6th7N4AaABAg'],Arey yaar tum log rohit and hardik ke beach jagda banane keliye baithe ho pls ye band karo,[0],[0],arey yaar tum log rohit and hardik ke beach jagda banane keliye baithe ho pls ye band karo
12327,19207,['2024-06-30T16:45:27Z'],['UgyvaIrXp-Rq0p2sLs94AaABAg'],"Ye Jeet kisi or team ke sath khel kr milti to maza hu kuchh or hota Jaise AUS, ENG.... Bhaiii SA ko hara ke hum world cup Jeet to gaye but wo maza nhi aaya yaar",[0],[0],ye jeet kisi or team ke sath khel kr milti to maza hu kuchh or hota jaise aus eng bhaiii sa ko hara ke hum world cup jeet to gaye but wo maza nhi aaya yaar
12328,19209,['2024-06-30T16:35:49Z'],['UgyYxwB6L6KqtiW1PeV4AaABAg'],Talok jyada mat bak,[0],[0],talok jyada mat bak
12329,19210,['2024-06-30T16:34:26Z'],['Ugz80W580P3DcqZchkl4AaABAg'],Kar chka jam hmne to Jaipur me bhai,[0],[0],kar chka jam hmne to jaipur me bhai
12330,19211,['2024-06-30T16:32:52Z'],['UgyHxh71E94l2Ol1Xj54AaABAg'],Now jaddu also retired after Rohit and Virat 😢😢,[0],[1],now jaddu also retired after rohit and virat
12334,19219,['2024-06-30T16:23:14Z'],['UgyH9o_qgiuKA0Y2gox4AaABAg'],India 🇮🇳🎉 finally we got ICC trophy 🏆,[0],[1],india finally we got icc trophy
12335,19220,['2024-06-30T16:22:55Z'],['UgzXm2rwYWrc1AiLT554AaABAg'],Bhai all kind of world cup celebration in india wala ek video bana de bhai,[0],[0],bhai all kind of world cup celebration in india wala ek video bana de bhai
12336,19221,['2024-06-30T16:20:54Z'],['UgyQ7wLXoZLTRFikcD54AaABAg'],They deserved it 👏,[0],[0],they deserved it
12337,19222,['2024-06-30T16:16:32Z'],['UgwRewjUqR0zlDDhApZ4AaABAg'],I wonder Padosiyon ke television to nhi tute,[0],[0],i wonder padosiyon ke television to nhi tute
12338,19226,['2024-06-30T16:14:00Z'],['Ugx6ufNedyd_iolZXEd4AaABAg'],Oxygen ka formula pant be like final main dekh leo,[0],[0],oxygen ka formula pant be like final main dekh leo
12339,19227,['2024-06-30T16:13:58Z'],['UgwCNHe3rBb4wVwSYft4AaABAg'],🤢🤢🤢🤢🤮🤮🤮🤮🤮🤮 choker india,[0],[0],choker india
12342,19230,['2024-06-30T16:12:32Z'],['UgzXeJnPrbC3A6rd-k94AaABAg'],What about sir jadeja brother ❤,[0],[0],what about sir jadeja brother
12343,19232,['2024-06-30T16:10:19Z'],['UgwBfaw8xup9hPXcPbp4AaABAg'],Chalo ab is video ke baad sidha IPL main dekhne ko milenge Tanay Bhai,[0],[0],chalo ab is video ke baad sidha ipl main dekhne ko milenge tanay bhai
12344,19233,['2024-06-30T16:09:37Z'],['UgyrX7N_2LdlcYfZtXl4AaABAg'],Mukt ka Chandan ghis mere Nandan 😂😂😂😂😂,[0],[0],mukt ka chandan ghis mere nandan
12345,19237,['2024-06-30T16:04:51Z'],['UgwuxUoSgUHIzAyIJrN4AaABAg'],Aaj sapna pura hua❤,[0],[0],aaj sapna pura hua
12346,19238,['2024-06-30T16:04:28Z'],['UgzoPW1v5F7yhfJcXeJ4AaABAg'],Real winner is prafull 🎉🎉,[0],[0],real winner is prafull
12347,19239,['2024-06-30T16:02:25Z'],['Ugz588TMPd0zgpgrsEd4AaABAg'],Radhe Radhe ❤,[0],[0],radhe radhe
12348,19241,['2024-06-30T16:01:31Z'],['UgxIKIEMbbrKfJD9bTR4AaABAg'],mazak: Jersey mein saffron add hotey hi worldcup aa gayi😄,[0],[1],mazak jersey mein saffron add hotey hi worldcup aa gayi
12349,19242,['2024-06-30T16:00:58Z'],['UgxvQG4bUOTDmdsvjxp4AaABAg'],brother please don’t roast sa team! they were outstanding in this tournament . sa team has contributed alot to indian cricket council,[0],[0],brother please dont roast sa team they were outstanding in this tournament sa team has contributed alot to indian cricket council
12350,19243,['2024-06-30T15:59:21Z'],['Ugwlc_FMq6mIs5muEkh4AaABAg'],Happy retirement champion 🏆💓 Rohit Sharma Virat Kohli 💓 ravindra jadeja 💗🇮🇳🏆,[0],[1],happy retirement champion rohit sharma virat kohli ravindra jadeja
12351,19244,['2024-06-30T15:58:26Z'],['UgwOpX9k5Y4GbvMJH6h4AaABAg'],🎉🎉World Champion Team ❤🇮🇳❤ India🎉🎉,[0],[1],world champion team india
12352,19245,['2024-06-30T15:57:44Z'],['UgwMJqi7xgXnz2LL0qZ4AaABAg'],this world cup cost: rohit retierment kohli retierment jadega retierment warner retierment boult retierment,[0],[1],this world cup cost rohit retierment kohli retierment jadega retierment warner retierment boult retierment
12353,19247,['2024-06-30T15:53:35Z'],['Ugz3XLICJJY4MEzpd9N4AaABAg'],You tube pe ek naya gana aaya hain baarish hoti hain.please do watch it,[0],[0],you tube pe ek naya gana aaya hain baarish hoti hainplease do watch it
12355,19249,['2024-06-30T15:46:00Z'],['UgxIhaG67iN2Gb-i7uV4AaABAg'],samajh geya na,[0],[0],samajh geya na
12357,19251,['2024-06-30T15:44:55Z'],['Ugwntc9zg6zAEt5oas14AaABAg'],Jit  hamari hi thi kuki jaisa bhaii ka samna    koi bol sakta hai kya jaisa bhaii,[0],[0],jit hamari hi thi kuki jaisa bhaii ka samna koi bol sakta hai kya jaisa bhaii
12358,19252,['2024-06-30T15:44:49Z'],['UgyYJZjQFtSaEt9BIiZ4AaABAg'],Are bhaiya vo messy ka step hai jb football ka final jita tha trophy lene aise hi gya tha😂,[0],[0],are bhaiya vo messy ka step hai jb football ka final jita tha trophy lene aise hi gya tha
12361,19257,['2024-06-30T15:38:26Z'],['UgycahLjLUWQj0rLy214AaABAg'],Bhai Jadeja ne bhi le liya retirement 😢,[0],[2],bhai jadeja ne bhi le liya retirement
12364,19262,['2024-06-30T15:34:04Z'],['UgxSLHoDzwcdAXQ3Krl4AaABAg'],bye the way underground hone ka time aa gaya tumhara,[0],[0],bye the way underground hone ka time aa gaya tumhara
12365,19263,['2024-06-30T15:33:21Z'],['UgzdlR6ucRP0L9ATDqx4AaABAg'],sale tera video sabse late aata haim kya pata nahi kya karte rahta,[0],[0],sale tera video sabse late aata haim kya pata nahi kya karte rahta
12367,19266,['2024-06-30T15:31:40Z'],['UgyrZETaHe-YqiduaDp4AaABAg'],Aaj apne papa or mami ke phone se subscribe kr diya world cup ki khushi me ❤❤❤,[0],[0],aaj apne papa or mami ke phone se subscribe kr diya world cup ki khushi me
12368,19267,['2024-06-30T15:31:30Z'],['UgwinAQOQLYFi4YBzaV4AaABAg'],Jaddu from back side:- hello brother my retirement is here.,[0],[0],jaddu from back side hello brother my retirement is here
12369,19269,['2024-06-30T15:30:19Z'],['UgzBGsqfK9djXlOLIz94AaABAg'],Ro-ko always great❤,[0],[0],roko always great
12370,19270,['2024-06-30T15:29:23Z'],['Ugyy4R2t3hzUProOk6Z4AaABAg'],Paisa kitna deya trophy ke liya,[0],[1],paisa kitna deya trophy ke liya
12371,19272,['2024-06-30T15:23:59Z'],['Ugzc5lhhyf7HuWVr-794AaABAg'],Bhai sir jadeja  Bhi retire ho gaye,[0],[0],bhai sir jadeja bhi retire ho gaye
12372,19274,['2024-06-30T15:19:11Z'],['Ugxg2eHGBX-5OUDjvcF4AaABAg'],Bhai jadeja ka v last hogaya,[0],[0],bhai jadeja ka v last hogaya
12373,19275,['2024-06-30T15:19:10Z'],['UgxKgyNkmwUnd-qMbtB4AaABAg'],We from malaysia  great playerss❤❤❤,[0],[0],we from malaysia great playerss
12375,19277,['2024-06-30T15:15:34Z'],['Ugxa6LZqH-zsmK-uCR94AaABAg'],Jab tum consistent ho jaoge tabhi subscribe kar denge,[0],[0],jab tum consistent ho jaoge tabhi subscribe kar denge
12376,19278,['2024-06-30T15:14:36Z'],['UgwwuJkpMxhJuR8tqgd4AaABAg'],is baar Indian jersey Main Bhagwa Rang Tha to Jeet Gaye Agli baar bhi world cup jersey me bhagwa color chahiye,[0],[0],is baar indian jersey main bhagwa rang tha to jeet gaye agli baar bhi world cup jersey me bhagwa color chahiye
12377,19281,['2024-06-30T15:12:08Z'],['Ugztgzt6cQsk2T6clNN4AaABAg'],RoKo forever ❤❤❤,[0],[0],roko forever
12381,19286,['2024-06-30T15:07:37Z'],['UgzXV5ssjwAdYsstBzx4AaABAg'],JADAJA ne bi le liya,[0],[0],jadaja ne bi le liya
12382,19287,['2024-06-30T15:07:31Z'],['UgzkVKy1xLfz7WzPKhZ4AaABAg'],Bhai na bolna hai comments karna ka to karna ka❤,[0],[0],bhai na bolna hai comments karna ka to karna ka
12383,19288,['2024-06-30T15:07:20Z'],['UgwUCnTf2XHAK7OWMU14AaABAg'],Congratulations INDIA... Love from Bangladesh,[0],[2],congratulations india love from bangladesh
12384,19289,['2024-06-30T14:59:51Z'],['Ugw7WF-teL0C7rwGAK14AaABAg'],"Batsman win matches but bowler wins tournament, final mai bhi yahi hua bhura mat mano but Kholi se jyada jish bandhe ne world cup jitne mai contribution dia jo man of the tournament bana, Bumrah uska thora gungan karo taki Bumrah se prerit hoke future generation me hume desh mai aur bhi bumrah dikhne ko mile.",[0],[0],batsman win matches but bowler wins tournament final mai bhi yahi hua bhura mat mano but kholi se jyada jish bandhe ne world cup jitne mai contribution dia jo man of the tournament bana bumrah uska thora gungan karo taki bumrah se prerit hoke future generation me hume desh mai aur bhi bumrah dikhne ko mile
12385,19294,['2024-06-30T14:53:42Z'],['Ugzq5EG8gVm2bFXzqt54AaABAg'],Bhai ne bola comment karne ka toh karne ka,[0],[0],bhai ne bola comment karne ka toh karne ka
12387,19296,['2024-06-30T14:49:16Z'],['Ugzbjcmco323yBjhn5t4AaABAg'],Thodi der bad Jadeja ne bi 😅😅,[0],[0],thodi der bad jadeja ne bi
12388,19298,['2024-06-30T14:47:19Z'],['UgyRoV8sr6JLGHQ-LW94AaABAg'],Bhai mujhe Khali bura laga aap india ka jersey pehen ke video nehi banaye😮,[0],[0],bhai mujhe khali bura laga aap india ka jersey pehen ke video nehi banaye
12389,19299,['2024-06-30T14:46:26Z'],['UgwLVfQZZkh7GTN88wV4AaABAg'],Jadeja v retire ho Gya,[0],[1],jadeja v retire ho gya
12390,19301,['2024-06-30T14:43:19Z'],['Ugy1uBjs79fOwERNaox4AaABAg'],Ye jeet toh bheek mein mili hai  Yeh jeet na cricket ke liye na India ke liye achi hai as a cricket fan,[1],[0],ye jeet toh bheek mein mili hai yeh jeet na cricket ke liye na india ke liye achi hai as a cricket fan
12391,19303,['2024-06-30T14:41:25Z'],['UgysCG3yrZN4YmJt9Hl4AaABAg'],Bhai video long banao ham dekhege yar bhai plzzz. Love you bro love from odisha❤.. Appo ki lakha fan me se me vi eak hu. ❤,[0],[0],bhai video long banao ham dekhege yar bhai plzzz love you bro love from odisha appo ki lakha fan me se me vi eak hu
12393,19305,['2024-06-30T14:39:33Z'],['UgwI3tyqKpTCu-sZLcl4AaABAg'],Are ab jaddu bi,[0],[4],are ab jaddu bi
12395,19310,['2024-06-30T14:29:55Z'],['UgyHHDtflLHZCQF6ZOl4AaABAg'],No one is talking about jadeja retirement 😂,[0],[1],no one is talking about jadeja retirement
12396,19312,['2024-06-30T14:28:30Z'],['UgxEP1zg4R2Vp1KBNRh4AaABAg'],MBA CHAIWALA impact player,[0],[1],mba chaiwala impact player
12397,19313,['2024-06-30T14:27:51Z'],['Ugx6jMXkZuNTBzWl1N54AaABAg'],jay shah ne bola krne ka toh krne ka😂,[0],[0],jay shah ne bola krne ka toh krne ka
12398,19314,['2024-06-30T14:27:36Z'],['UgwXPLloTbkGHv0-lmd4AaABAg'],Impact player MBA chaiwala🎉,[0],[0],impact player mba chaiwala
12399,19316,['2024-06-30T14:27:24Z'],['Ugz3wOsZHPJteAhiHoV4AaABAg'],Bhai GOD nahi good,[0],[0],bhai god nahi good
12401,19318,['2024-06-30T14:26:07Z'],['UgzyZlYn0jsmC9hatIB4AaABAg'],Kabhi Comment kiya ho ya na kiya ho Youtube comment section me aaj jarur krna sab ❤️   Done❤❤❤❤❤,[0],[0],kabhi comment kiya ho ya na kiya ho youtube comment section me aaj jarur krna sab done
12404,19323,['2024-06-30T14:23:15Z'],['UgzRRM9eGhRmphwq_0t4AaABAg'],Odi bhi Jeet jaati to Jada khushi hoti 😢😢,[0],[0],odi bhi jeet jaati to jada khushi hoti
12405,19324,['2024-06-30T14:20:50Z'],['Ugwe1K3ngEGRnl-rXT54AaABAg'],Man you are hilariously idiotic and your intelligence is just toooo high to stupidity...,[0],[0],man you are hilariously idiotic and your intelligence is just toooo high to stupidity
12406,19325,['2024-06-30T14:20:30Z'],['Ugz9xTwDGSOyP-eLPaB4AaABAg'],Aur jadeja bhi,[0],[2],aur jadeja bhi
12407,19326,['2024-06-30T14:19:55Z'],['UgxiaXPqQzv4sGSs2-t4AaABAg'],We are world winners 🎉,[0],[0],we are world winners
12409,19330,['2024-06-30T14:15:40Z'],['Ugxh3nxlbDvFKHUwjn14AaABAg'],Hardik Pandya fan❤😊,[0],[0],hardik pandya fan
12411,19332,['2024-06-30T14:14:48Z'],['UgwFzjZBG6hIpm4yDMR4AaABAg'],Jai Shree Ganesh,[0],[1],jai shree ganesh
12412,19334,['2024-06-30T14:10:37Z'],['UgyirCeqHtHEpOKNkA54AaABAg'],Pakistan ki to jaali to hogi par khus bhi honge abbu jo jit Gaye,[0],[0],pakistan ki to jaali to hogi par khus bhi honge abbu jo jit gaye
12413,19335,['2024-06-30T14:09:43Z'],['UgzbnrZVAgAjSyiZvlh4AaABAg'],Thank you Team India ❤❤❤ King 👑  Hitman  Jaddu  Dravid sir,[0],[2],thank you team india king hitman jaddu dravid sir
