,Unnamed: 0,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
12078,18809,['2024-06-30T02:26:04Z'],['Ugykh4uclKKncgLglrx4AaABAg'],Miss you king I love you ❤,[0],[5],miss you king i love you
12080,18812,['2024-06-30T02:24:36Z'],['Ugy-R9Kzf-eMWVvv1dJ4AaABAg'],Top class❤ virat batting 🎉 finally the runs came at the final required.,[0],[9],top class virat batting finally the runs came at the final required
12081,18813,['2024-06-30T02:22:59Z'],['UgyGMV7rFZC7Ud1UpeR4AaABAg'],King has left space for strikers ❤❤❤😊,[0],[1],king has left space for strikers
12082,18814,['2024-06-30T02:21:59Z'],['Ugzf1NUCntQBBNmMrwp4AaABAg'],King 👑 kohli ❤the legend ♥️,[0],[0],king kohli the legend
12083,18815,['2024-06-30T02:19:42Z'],['Ugxbw3gi9OevXgNeRsh4AaABAg'],Thanku for everything ❤🎉,[0],[0],thanku for everything
12084,18817,['2024-06-30T02:11:20Z'],['UgwPOBA44-NWrm-onHl4AaABAg'],Congratulations happy journey king❤❤,[0],[21],congratulations happy journey king
12085,18823,['2024-06-30T02:04:01Z'],['UgysCnlnDaru74-rvpB4AaABAg'],Heart of Indian cricket team❤❤❤❤❤,[0],[2],heart of indian cricket team
12086,18824,['2024-06-30T02:03:08Z'],['UgzWCONuhfrxrXbQFqh4AaABAg'],King for many reasons ❤❤❤❤❤,[0],[4],king for many reasons
12088,18826,['2024-06-30T02:02:02Z'],['Ugx9rZ6lQ3uwGDYD_994AaABAg'],Well deserved my champion.,[0],[3],well deserved my champion
12089,18827,['2024-06-30T02:00:17Z'],['UgxlwVRVEtNiF2q750h4AaABAg'],End of an era ♥️😢  King Kohli 🏆🔥,[16],[421],end of an era king kohli
12090,18828,['2024-06-30T01:58:12Z'],['UgzrwVcm6Isg1NSuo794AaABAg'],This is the right time ❤❤❤,[0],[2],this is the right time
12091,18830,['2024-06-30T01:50:16Z'],['UgxBUt9J-AL_U2kHlaV4AaABAg'],Miss you😢virat kohli,[2],[150],miss youvirat kohli
12092,18832,['2024-06-30T01:49:34Z'],['Ugy0c3Ddk-AaTbkwN114AaABAg'],"In my opinion KOHLI is bigger than Sachin for INDIA in terms of productivity and match winning performances and what he achieved for Team INDIA, VIRAT KOHLI deserves BHARAT RATNA.👏👏👏🙏",[18],[43],in my opinion kohli is bigger than sachin for india in terms of productivity and match winning performances and what he achieved for team india virat kohli deserves bharat ratna
12093,18833,['2024-06-30T01:49:22Z'],['UgzDsZRYuxa9gab5XIJ4AaABAg'],Thank you virat sir you are great hum aap ko aur khelta huwa dekhna chata ha,[0],[34],thank you virat sir you are great hum aap ko aur khelta huwa dekhna chata ha
12094,18835,['2024-06-30T01:44:43Z'],['UgyXw71rhML-IvkiiV14AaABAg'],Miss u,[0],[1],miss u
12095,18837,['2024-06-30T01:44:12Z'],['UgwCvtwGnq6ATLeaHMB4AaABAg'],Virat😍Miss you,[0],[9],viratmiss you
12096,18839,['2024-06-30T01:37:56Z'],['UgznBZ-oTKwTW9hPoih4AaABAg'],Heart breaking speech...😢,[0],[8],heart breaking speech
12097,18840,['2024-06-30T01:35:14Z'],['Ugy_OlFXC5DdyTXZmy94AaABAg'],"All the best King,❤❤❤❤❤🇮🇳🇮🇳🇮🇳🇮🇳😱😱😱😱😱🙏🙏🙏🙏🙏👍🏾👍🏾👍🏾",[0],[34],all the best king
12098,18841,['2024-06-30T01:33:56Z'],['UgwMqZPa1ixyHfvkrCt4AaABAg'],Thank you kinng❤❤❤❤❤,[0],[2],thank you kinng
12099,18843,['2024-06-30T01:31:01Z'],['Ugz7IK1c5ysWGWQ-uSZ4AaABAg'],My viart . Great great badhi ho pure desh ko,[0],[12],my viart great great badhi ho pure desh ko
12100,18844,['2024-06-30T01:30:36Z'],['Ugwo8MS5zFBaa7YaS6V4AaABAg'],Miss you kohli Sir ❤❤😢😢,[0],[46],miss you kohli sir
12101,18845,['2024-06-30T01:30:09Z'],['UgwOgqJTkf6dzAQrxLd4AaABAg'],Na lo ritayarment,[0],[0],na lo ritayarment
12102,18846,['2024-06-30T01:29:50Z'],['UgwkHC-X6utg4LTzYjp4AaABAg'],Till date virat play cold.....,[0],[1],till date virat play cold
12103,18850,['2024-06-30T01:14:15Z'],['UgxN4sfZpKKF7s_wyhl4AaABAg'],😢😢❤❤love you Virat Kohli 😊😊,[0],[57],love you virat kohli
12105,18853,['2024-06-30T01:10:02Z'],['UgzzinirLdoFePpFTF14AaABAg'],Hm apko kaise bhulaye ge❤ King Virat Kohli ❤❤,[0],[95],hm apko kaise bhulaye ge king virat kohli
12106,18856,['2024-06-30T01:01:15Z'],['UgxCLIuvIYQseXUARmN4AaABAg'],Happy retirement day virat ❤😢......truely you are so great 😢❤❤.....,[4],[1112],happy retirement day virat truely you are so great
12108,18862,['2024-06-30T00:42:14Z'],['Ugx4t84rYljn1zsm7Gh4AaABAg'],Excellent 👍 Bhaiya ji,[0],[7],excellent bhaiya ji
12109,18863,['2024-06-30T00:39:48Z'],['Ugxw5ZCZ26hFvWGQiwJ4AaABAg'],Ye bhi koi baat hue Virat sir ek pal ki khushi deke ase emotional kar diye you are the best player aap ase cricket nahi chhor sakte ho ❤😢😢,[10],[49],ye bhi koi baat hue virat sir ek pal ki khushi deke ase emotional kar diye you are the best player aap ase cricket nahi chhor sakte ho
12111,18868,['2024-06-30T00:05:50Z'],['UgwirRqrfkLn7Ck6BTl4AaABAg'],"&quot;When god has to bless you with something, he does it in ways you cant imagine&quot; truly the words of a warrior. Happy retirement and love u Ro-Ko. ❤️🔥🇮🇳🏆",[6],[931],quotwhen god has to bless you with something he does it in ways you cant imaginequot truly the words of a warrior happy retirement and love u roko
12112,18871,['2024-06-29T23:56:42Z'],['UgzwXla2aKDq30mp6S54AaABAg'],Hey Bhagwan😍What a moment this is!! The most deserved team won🧡We are the World champions!! India you beauty🧡Complete team effort.Jai Hind🧡🇮🇳,[1],[243],hey bhagwanwhat a moment this is the most deserved team wonwe are the world champions india you beautycomplete team effortjai hind
12113,18872,['2024-06-29T23:55:44Z'],['UgxfF_qbkpBjknEhN2Z4AaABAg'],All the best 🎉,[0],[6],all the best
12114,18873,['2024-06-29T23:52:50Z'],['UgxXjG8yiIU8PzQjMS54AaABAg'],Standing up to the occasion truly makes you the King!,[0],[0],standing up to the occasion truly makes you the king
12116,18875,['2024-06-29T23:47:22Z'],['UgxYjCuxM93OIYIScUt4AaABAg'],❤❤❤❤❤great job ❤❤❤ly  king,[0],[1],great job ly king
12117,18878,['2024-06-29T22:35:25Z'],['UgxWxq9JXoKiLtmUnLJ4AaABAg'],You will be missed Virat.,[0],[2],you will be missed virat
12118,18880,['2024-06-29T22:29:28Z'],['UgzBPM0nB_2gNiCWPu94AaABAg'],Mutual respect &amp; admiration that both Virat &amp; Rohit have for each other. Legends❤️,[0],[7],mutual respect amp admiration that both virat amp rohit have for each other legends
12120,18884,['2024-06-29T22:16:03Z'],['Ugx76s78OTF11qWbymR4AaABAg'],"Take a bow, King Kohli",[0],[1],take a bow king kohli
12122,18886,['2024-06-29T22:13:04Z'],['Ugx2m_AaBXB_nsMr_pN4AaABAg'],"Virat the greatest of all time, love you King 👑😭😭😭",[0],[10],virat the greatest of all time love you king
12124,18888,['2024-06-29T22:10:22Z'],['UgxTYAlHYC12NHOSVxN4AaABAg'],"Thank you king kohli, love you ❤❤❤❤❤",[0],[2],thank you king kohli love you
12125,18890,['2024-06-29T22:05:14Z'],['Ugz3rxVytDbPI8CDTbN4AaABAg'],Aap duniya k mahan plyer hai 👑👑👑👑👑,[0],[10],aap duniya k mahan plyer hai
12126,18893,['2024-06-29T22:00:07Z'],['UgyZfWv8_jlYe6DYWjd4AaABAg'],No king this not what i needed for buss Amnotbassibg Amnotbassing,[0],[2],no king this not what i needed for buss amnotbassibg amnotbassing
12127,18894,['2024-06-29T21:59:52Z'],['UgwL-c1gSQt2yC2swQx4AaABAg'],A king is always a king❤ You are and you will be the GOAT of india ❤ love you Virat 🥺🤞💙,[0],[16],a king is always a king you are and you will be the goat of india love you virat
12129,18896,['2024-06-29T21:57:34Z'],['UgzfYHTdIBj1Kv05A3l4AaABAg'],Respect to King Kohli 😢,[0],[39],respect to king kohli
12130,18897,['2024-06-29T21:57:10Z'],['UgxrV8RdLRfJN-ixz7d4AaABAg'],End of an Era...💔 King 👑 Kohli fans like here...❤,[0],[30],end of an era king kohli fans like here
12132,18899,['2024-06-29T21:53:30Z'],['UgwIjtoUpVtp--Wc-KB4AaABAg'],Why KING whyy😭😭😭😭😭😭,[0],[8],why king whyy
12134,18904,['2025-01-11T08:34:18Z'],['UgzOpKEFSzTUQX7GVhN4AaABAg'],WTC harne ke baad ye dekh ke dukh kam kr liya 😂,[0],[7],wtc harne ke baad ye dekh ke dukh kam kr liya
12135,18905,['2025-01-06T07:59:56Z'],['Ugw5qKzlI89JgPnu0bx4AaABAg'],Cheap tactics by indians to delay and disturb the momentum of SA batsmen... Emotional fools as always,[1],[0],cheap tactics by indians to delay and disturb the momentum of sa batsmen emotional fools as always
12138,18908,['2024-11-30T11:56:55Z'],['UgykaOcE60RH9byFYkl4AaABAg'],Watching it in dec😂,[0],[2],watching it in dec
12139,18909,['2024-11-01T15:13:52Z'],['UgwY_rE1t0uerXp7WsJ4AaABAg'],Long off Long off Long offffffffffffff suryakumar Yadav suryakumar Yadav ne pakda hai apne carrier ka sabse important catch,[0],[2],long off long off long offffffffffffff suryakumar yadav suryakumar yadav ne pakda hai apne carrier ka sabse important catch
12140,18910,['2024-10-22T14:58:24Z'],['UgzKL8z7aMnkRzl67514AaABAg'],Jab apki video badi hoti hai tab views Jada jate hai.,[0],[0],jab apki video badi hoti hai tab views jada jate hai
12141,18918,['2024-10-11T10:48:02Z'],['UgyqTpGaHXGiBTdd2pl4AaABAg'],Pakistan may babal hogaya hay bhi tum kaha ho i miss you rest in peace peace,[0],[0],pakistan may babal hogaya hay bhi tum kaha ho i miss you rest in peace peace
12142,18919,['2024-10-10T18:13:56Z'],['UgyhfmuA5m0Vo2CaZiN4AaABAg'],Mere bhai ka,[0],[0],mere bhai ka
12147,18929,['2024-10-08T16:02:59Z'],['UgyUfewa3YPtQOt67r54AaABAg'],Bhai mene to kab ka kar diya subscribe mere ko kyon bol rahe ho😂😅😅😅,[0],[0],bhai mene to kab ka kar diya subscribe mere ko kyon bol rahe ho
12152,18939,['2024-10-01T05:05:56Z'],['UgwNuZv57pedL1onP1l4AaABAg'],Naa maane..,[0],[0],naa maane
12155,18945,['2024-09-04T12:40:06Z'],['UgyG4DD4CXGubYoOp3N4AaABAg'],Endgame pe dr strange nay ek chance dekha tha wo hi thaa result,[0],[0],endgame pe dr strange nay ek chance dekha tha wo hi thaa result
12156,18946,['2024-08-30T08:52:54Z'],['Ugyf-s-J43DLDy0YsJd4AaABAg'],Late night slots are the best got free spins last Friday after midnight for playing slots,[0],[0],late night slots are the best got free spins last friday after midnight for playing slots
12158,18948,['2024-08-30T08:52:29Z'],['Ugx3EzNp1JxLBwBUbNl4AaABAg'],Tried one of those live game shows after reading a blog post it’s fun plus the bonus win was a nice touch,[0],[0],tried one of those live game shows after reading a blog post its fun plus the bonus win was a nice touch
12159,18949,['2024-08-30T08:52:27Z'],['UgweifdeZCfkFZVPndZ4AaABAg'],Night slots are my secret hit it big with their midnight bonus offer free spins just when you need them,[0],[0],night slots are my secret hit it big with their midnight bonus offer free spins just when you need them
12160,18953,['2024-08-30T08:52:12Z'],['UgzHEa-ZzFyIaiQxNsB4AaABAg'],Participated in a live game show after a recommendation super fun plus the bonus was a nice perk,[0],[0],participated in a live game show after a recommendation super fun plus the bonus was a nice perk
12161,18954,['2024-08-30T08:52:08Z'],['UgzdlAh1jKt9kxw8ht94AaABAg'],My sister’s been using the loyalty rewards says it’s totally worth playing regularly,[0],[0],my sisters been using the loyalty rewards says its totally worth playing regularly
12162,18955,['2024-08-30T08:52:02Z'],['UgwgBTupJwalmlx5Qfd4AaABAg'],The daily challenges are a must for me they keep the games exciting and up the ante with extra bonuses,[0],[0],the daily challenges are a must for me they keep the games exciting and up the ante with extra bonuses
12163,18956,['2024-08-30T08:52:00Z'],['UgzaLHqe5rnihkC69W14AaABAg'],Got into a live game show from a forum recommendation had a blast and the bonus was sweet too,[0],[0],got into a live game show from a forum recommendation had a blast and the bonus was sweet too
12164,18957,['2024-08-30T08:51:55Z'],['Ugy8GiaJwl6ZbNQ5JQJ4AaABAg'],Keep an eye out for weekend deals they tend to have extra bonuses for wheel games then,[0],[0],keep an eye out for weekend deals they tend to have extra bonuses for wheel games then
12165,18958,['2024-08-30T08:51:48Z'],['UgzAJSS_AbaqgaBkwXB4AaABAg'],Yeah and dont forget about the crash games totally addictive a coworker got me started,[0],[0],yeah and dont forget about the crash games totally addictive a coworker got me started
12166,18960,['2024-08-30T08:51:32Z'],['UgwE-y-9lFk6_BkWnwJ4AaABAg'],Got into cricket betting thanks to my brother he swears by it just won a parlay last week,[0],[0],got into cricket betting thanks to my brother he swears by it just won a parlay last week
12170,18967,['2024-07-10T06:56:27Z'],['UgzLBAQzuNivZstcJwt4AaABAg'],Ham subscribe nahin karte hain lekin video dekhte hain😮😮😅😅😂😂😃😃😃😃😃😃😃😃😃😃😃😃,[0],[1],ham subscribe nahin karte hain lekin video dekhte hain
12171,18969,['2024-07-06T16:01:52Z'],['UgwJpCpCQOvt5NLMGtJ4AaABAg'],Respect for team 🇮🇳. Special respect for SKY🛐🗿🙏,[0],[1],respect for team special respect for sky
12172,18970,['2024-07-06T04:41:17Z'],['UgygOGnKStNgXzQR-T94AaABAg'],Cup chod do Victory pared pe jo padosi ke reaction hai usape video banana toh banata hai,[0],[0],cup chod do victory pared pe jo padosi ke reaction hai usape video banana toh banata hai
12173,18972,['2024-07-04T08:36:17Z'],['Ugwe_kom3V2GhI1kOeZ4AaABAg'],Script writer🗿,[0],[0],script writer
12174,18973,['2024-07-04T08:10:12Z'],['UgyKputiJs2vn-y5OvR4AaABAg'],Their are millions of rohit and Virat in India,[0],[0],their are millions of rohit and virat in india
12176,18976,['2024-07-03T17:33:07Z'],['UgyBP3XBbaMxqOet3ph4AaABAg'],Q nahi arii Video,[0],[1],q nahi arii video
12177,18978,['2024-07-03T15:48:57Z'],['Ugyxn_HRMnI6kJfWYGJ4AaABAg'],How you forgot MBA Chaiwala Bhai ne apne ko sacrifice kr dia😭,[0],[0],how you forgot mba chaiwala bhai ne apne ko sacrifice kr dia
12178,18979,['2024-07-03T14:36:47Z'],['UgxVhJSzpI4NNP-tEbl4AaABAg'],"Bhai, ispe dusra video kab ayega.?",[0],[0],bhai ispe dusra video kab ayega
12179,18980,['2024-07-03T12:29:35Z'],['UgzwV4BCq_n9Ia1qVEd4AaABAg'],Sauth Africa wale ABD ne virat bhai ki privacy leak kii thi na,[0],[0],sauth africa wale abd ne virat bhai ki privacy leak kii thi na
12180,18981,['2024-07-03T11:59:03Z'],['UgwjPuVbw_AtKxf69Ih4AaABAg'],Bhai  jinda ho to doosri video bhi laa do😊,[0],[0],bhai jinda ho to doosri video bhi laa do
12181,18985,['2024-07-03T06:18:25Z'],['Ugzl4n621_FnanEHL0N4AaABAg'],🇮🇳💪💙💯💥🏆JEET GAYEEEE BHAIII,[0],[2],jeet gayeeee bhaiii
12182,18987,['2024-07-03T05:12:39Z'],['UgyUwHb_unyVRuPmRoN4AaABAg'],Your videos are so nice . So positive . Mood sahi krna ho to ma app ki he videos dakti hu.,[1],[0],your videos are so nice so positive mood sahi krna ho to ma app ki he videos dakti hu
12184,18991,['2024-07-02T17:19:04Z'],['UgxfDowPnnG0xzyCNhx4AaABAg'],Bahut ganfu ho be tum,[0],[0],bahut ganfu ho be tum
12186,18994,['2024-07-02T14:05:58Z'],['Ugw1N8b7DFiq6MI1ZhV4AaABAg'],Happy ritierment jadeja❤,[0],[0],happy ritierment jadeja
12187,18995,['2024-07-02T08:26:33Z'],['Ugz_0mJS2hCkLM1SJLp4AaABAg'],Bhai new video 😢 please,[0],[1],bhai new video please
12188,18997,['2024-07-02T08:03:47Z'],['UgyfVQqmsQCayqSbZSV4AaABAg'],Tanay bhai ke saam ne koi bol sakta ha kay aaaaa tanay Bhai,[0],[2],tanay bhai ke saam ne koi bol sakta ha kay aaaaa tanay bhai
12190,18999,['2024-07-02T07:55:10Z'],['UgwjzZoRv-yb0IK179R4AaABAg'],Porkiyon tum apne baap ki jeet pe ro lo . Jai bharat,[0],[0],porkiyon tum apne baap ki jeet pe ro lo jai bharat
12191,19001,['2024-07-02T07:50:21Z'],['UgzhfDZ8gtai1Ti2Fl54AaABAg'],Next video kab aayegi Tanay bhai abhi tak wait kar raha hu 😢,[0],[0],next video kab aayegi tanay bhai abhi tak wait kar raha hu
12193,19003,['2024-07-02T07:19:17Z'],['UgxFiG_57rik_v3_XiR4AaABAg'],Mar gaya tha kya bhai 😢,[0],[0],mar gaya tha kya bhai
12194,19004,['2024-07-02T07:11:45Z'],['UgwBIpjKBhmQrEoSaWB4AaABAg'],"All thanks to the script, thank god😅",[0],[0],all thanks to the script thank god
12195,19005,['2024-07-02T06:33:15Z'],['UgwLxyhbCrciC4FsXOB4AaABAg'],Yea we won trophy 🏆❤,[0],[0],yea we won trophy
12196,19007,['2024-07-02T05:19:30Z'],['UgzX6LZfO4STQBXBDrV4AaABAg'],MBA chai wala&gt;&gt;&gt;&gt;😂,[0],[0],mba chai walagtgtgtgt
12197,19008,['2024-07-02T05:12:42Z'],['UgyJrrZ_We6vnPvDDUd4AaABAg'],Bhai ka channel mujhe nahi pata tha 😢😢😢,[0],[0],bhai ka channel mujhe nahi pata tha
12198,19013,['2024-07-02T02:44:53Z'],['UgxGcfSam5EPRINubeR4AaABAg'],Bhai sabhi green jersey team ko pela india ne,[0],[1],bhai sabhi green jersey team ko pela india ne
12199,19014,['2024-07-02T01:53:42Z'],['UgzQu8y-BkR25QbIXPl4AaABAg'],Stamp kese unhealthy 😂😂😂😂,[0],[0],stamp kese unhealthy
12200,19016,['2024-07-01T22:14:14Z'],['UgzXremVOR_wC7FSNGZ4AaABAg'],Kar dia Happy 😁,[0],[0],kar dia happy
12201,19017,['2024-07-01T20:16:53Z'],['UgzfSWovy7iSK9BeE7h4AaABAg'],Jay sah ki script ga*d faad degi kisi din 😂😂😅,[0],[0],jay sah ki script gad faad degi kisi din
12204,19020,['2024-07-01T18:27:15Z'],['UgxSadrWhUug5Rohpb14AaABAg'],"Rohit Sharma ne jo step kiya, woh Ric Flair ka tha",[0],[0],rohit sharma ne jo step kiya woh ric flair ka tha
12205,19021,['2024-07-01T18:26:05Z'],['UgySPtt1_fyjQLM_Ib94AaABAg'],Rip tanay bro 😢,[0],[0],rip tanay bro
12206,19022,['2024-07-01T17:56:32Z'],['UgzjOi-umBBvVgW3R3B4AaABAg'],aaj Tanay bhi apni emotion rok nahi paya,[0],[1],aaj tanay bhi apni emotion rok nahi paya
12207,19026,['2024-07-01T16:52:41Z'],['UgzAacjJzKbALCk9Gz94AaABAg'],Subscribe kar diya bhai ro mat😂,[0],[0],subscribe kar diya bhai ro mat
12208,19027,['2024-07-01T16:36:56Z'],['UgwIc-yrHdFVwczVsbp4AaABAg'],Ravindra jadeja 😢,[0],[0],ravindra jadeja
12209,19028,['2024-07-01T16:09:27Z'],['UgzPVV2I_dA3MEzAdf94AaABAg'],Tanay bhai ek bar aur boleto once more😂😂,[0],[0],tanay bhai ek bar aur boleto once more
12211,19030,['2024-07-01T15:56:10Z'],['Ugyp977Vc0T4VKDxenR4AaABAg'],History Had Been Created ❤,[0],[0],history had been created
12212,19032,['2024-07-01T14:56:51Z'],['UgwRR7qyoIOkrlRJ-kZ4AaABAg'],Jaddu v retirement le liya,[0],[0],jaddu v retirement le liya
12214,19035,['2024-07-01T14:45:08Z'],['UgxiUYFKd7Ovd9XQyxJ4AaABAg'],Tanay Bhai dance with jay shah 😂😂😂😂😂😂😂😂😂 ab kya bolu yaar 😅😅🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,[0],[0],tanay bhai dance with jay shah ab kya bolu yaar
12215,19036,['2024-07-01T14:16:29Z'],['UgyO0nPisBsPdeDwfOZ4AaABAg'],Praful billore,[0],[0],praful billore
12216,19039,['2024-07-01T12:57:14Z'],['UgxcsBJ0qT70DQDIDZ54AaABAg'],I love Virat Kohli ❤❤,[0],[0],i love virat kohli
12217,19040,['2024-07-01T12:50:37Z'],['Ugw5eXkbxV6xI21ctsF4AaABAg'],Lovely picture 😅😅😅,[0],[0],lovely picture
12218,19041,['2024-07-01T12:17:51Z'],['Ugxk4h4_Ejav4iDhRm14AaABAg'],Bhai aur ek vdo toh banta hai yaar,[0],[0],bhai aur ek vdo toh banta hai yaar
12219,19042,['2024-07-01T12:15:49Z'],['Ugx5EdJBaCD3-H-AIDh4AaABAg'],Thank you bhagwan for letting me live that moment ♥️,[0],[0],thank you bhagwan for letting me live that moment
12220,19043,['2024-07-01T12:12:19Z'],['Ugyrfy9iJCzAIN9Wvat4AaABAg'],Tanay bhai  love you ❤❤,[0],[0],tanay bhai love you
12221,19045,['2024-07-01T11:56:43Z'],['Ugw5aarerLs6TrxAO-d4AaABAg'],world cup won by south africa but trophy given to india 🤣,[2],[0],world cup won by south africa but trophy given to india
12223,19052,['2024-07-01T10:42:10Z'],['UgybmpTYVi47RgCPTNh4AaABAg'],S ground Mai after Yuvi and dohni this Virat Rohit is very good,[0],[0],s ground mai after yuvi and dohni this virat rohit is very good
12224,19053,['2024-07-01T10:34:07Z'],['UgzRynxRjEVHA6WVDHl4AaABAg'],Jai sah se saath dance kar rha wa bhai😂😂😂,[0],[0],jai sah se saath dance kar rha wa bhai
12225,19054,['2024-07-01T10:32:03Z'],['UgxE5zJhfQdfv86aeSJ4AaABAg'],Plz pin bhai  Rohit:- Ro Kohli:- ko  Jaddu :- ja  RAHUL DRAVID:- Ra   Roko jaRa 😢😢,[0],[1],plz pin bhai rohit ro kohli ko jaddu ja rahul dravid ra roko jara
12226,19055,['2024-07-01T10:28:56Z'],['Ugw1ObD7XfkW3SCl3Ux4AaABAg'],This is like Endgame... We won but lost or both Ironman and captain America,[0],[0],this is like endgame we won but lost or both ironman and captain america
12227,19057,['2024-07-01T10:06:49Z'],['UgzxaQv8MPqhrMCC44Z4AaABAg'],You are awesome 😎😎😎😎👍👍 uu,[0],[0],you are awesome uu
12228,19058,['2024-07-01T09:59:18Z'],['UgzB0G4ZG3a4-cgaR_R4AaABAg'],Yaar tawaef bhi itna nahi nachti .. Jitna tum ek chindi cup jeet kar mujra kar rahe ho,[0],[0],yaar tawaef bhi itna nahi nachti jitna tum ek chindi cup jeet kar mujra kar rahe ho
12229,19059,['2024-07-01T09:45:00Z'],['UgwabEByRWP5GUwcxjV4AaABAg'],King kohlj❤❤❤❤,[0],[0],king kohlj
12231,19062,['2024-07-01T09:44:11Z'],['Ugz0k088KqP6iTqhN8t4AaABAg'],Rohirat ne retirement le liya😞😞😞,[0],[0],rohirat ne retirement le liya
12232,19063,['2024-07-01T09:43:46Z'],['UgxzIe5ytx0ffrInICJ4AaABAg'],King kohli and rohitman❤❤❤❤❤❤❤,[0],[0],king kohli and rohitman
12233,19064,['2024-07-01T09:30:20Z'],['UgxwI3iZNjdv0YBFC3B4AaABAg'],Rohit se jyada to tumne nach Diya Bhai ...😂,[0],[0],rohit se jyada to tumne nach diya bhai
12236,19067,['2024-07-01T08:30:56Z'],['UgypYmLuXMo_ZS_F9b14AaABAg'],Ye lo subscribe kr diya bro😊ok thik IND Jeet gya esaliy kar diya 😅😅😅😅,[0],[0],ye lo subscribe kr diya brook thik ind jeet gya esaliy kar diya
12238,19069,['2024-07-01T07:58:40Z'],['UgyMK-eQqObOqwYVLhJ4AaABAg'],yes we did it............ ...................................................,[0],[2],yes we did it
12239,19070,['2024-07-01T07:46:25Z'],['Ugx9EzHUWPBfyJebRLJ4AaABAg'],Bharati mata ki &gt;&gt;&gt;&gt;&gt;&gt;,[0],[1],bharati mata ki gtgtgtgtgtgt
12240,19072,['2024-07-01T07:40:00Z'],['UgxXqXqjuPCMU6zot8Z4AaABAg'],Thanku team India 😭❤️ depression mkc ab,[0],[0],thanku team india depression mkc ab
12241,19074,['2024-07-01T07:33:15Z'],['Ugw8kSIGeZ9yaIkNFY14AaABAg'],DAMNN,[0],[0],damnn
12242,19075,['2024-07-01T07:16:45Z'],['Ugx1y_wzZc568FzY5ax4AaABAg'],Muft ka chandan ghis mere nandan😂😂,[0],[0],muft ka chandan ghis mere nandan
12243,19076,['2024-07-01T07:11:28Z'],['Ugx_DvZvrnv4ek-8lJt4AaABAg'],Bhai tu Riyal fan nhi ho team India ke agr Riyal hote to meam video ki jagh IND ke champion banne ke bad emotional video dalte 😮😊,[0],[0],bhai tu riyal fan nhi ho team india ke agr riyal hote to meam video ki jagh ind ke champion banne ke bad emotional video dalte
12244,19077,['2024-07-01T07:03:56Z'],['UgySiz-moy0Z4r0HPnR4AaABAg'],Apka video bohat achcha lagta Hai par me subscribe nahi karunga,[0],[0],apka video bohat achcha lagta hai par me subscribe nahi karunga
12245,19078,['2024-07-01T07:02:37Z'],['Ugyveuj3VKsHca8MGlR4AaABAg'],Tanay ko trending mai lao....sabhi ye video viral kar do❤❤❤,[0],[0],tanay ko trending mai laosabhi ye video viral kar do
12247,19082,['2024-07-01T06:27:48Z'],['UgxymDI4k0luNCo1cM94AaABAg'],We all are the winners 🏆🥺,[0],[1],we all are the winners
12249,19086,['2024-07-01T06:09:02Z'],['Ugw7hE2kDPqgf82XfvJ4AaABAg'],cansistent prfomens players hardik and jasprit he is goat,[0],[0],cansistent prfomens players hardik and jasprit he is goat
12250,19087,['2024-07-01T06:05:02Z'],['UgySK9REF9HQwoAU2p14AaABAg'],Jadeja alao retirement 🥺,[0],[1],jadeja alao retirement
12252,19090,['2024-07-01T05:30:44Z'],['Ugwd07-Rvz8sboe8zDZ4AaABAg'],Bhai ye isko kon president bana diya 😢😢bolna nahi aaraha,[0],[0],bhai ye isko kon president bana diya bolna nahi aaraha
12253,19091,['2024-07-01T05:11:26Z'],['UgyGqtD07uiWPXW6mJR4AaABAg'],South Africa deserving tha.,[0],[0],south africa deserving tha
12254,19093,['2024-07-01T04:23:24Z'],['Ugz_cDykw8cEx3g_lch4AaABAg'],The blue 💙,[0],[0],the blue
12255,19094,['2024-07-01T04:19:51Z'],['Ugxqd2B0CcKwryP2RJR4AaABAg'],Kya koi bata sakta hai ki ye “Ritika bhabi side hatt jao” “Anushka bhabi be like - haan hatt rhi hu samne se” ye sab kya chal rha hain 😅koi context de do yarr plzz 🙏,[0],[1],kya koi bata sakta hai ki ye ritika bhabi side hatt jao anushka bhabi be like haan hatt rhi hu samne se ye sab kya chal rha hain koi context de do yarr plzz
12256,19095,['2024-07-01T04:07:36Z'],['UgwXKQ-XE9REMt9UDH14AaABAg'],Jadeja bhi last😢,[0],[0],jadeja bhi last
12257,19101,['2024-07-01T03:34:28Z'],['Ugw8bwpwQy35cZCkvb14AaABAg'],Bhai aur ek video ho jaye iske upar❤,[0],[0],bhai aur ek video ho jaye iske upar
12259,19103,['2024-07-01T03:28:52Z'],['UgxLsozHXNEO7E22KEh4AaABAg'],What Amit shah son jay doing,[0],[0],what amit shah son jay doing
12261,19108,['2024-07-01T03:07:06Z'],['UgzKE41HJSAhHlKe4Tp4AaABAg'],Surya Be Like - Final Me Kuch To Karna Tha Chalo Ek Catch Karke Sab Muje Yaaad Rakhe ge 😂❤,[0],[2],surya be like final me kuch to karna tha chalo ek catch karke sab muje yaaad rakhe ge
